Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime,date,hour,day_of_week,month,year,is_weekend,other_energy_wh
26/10/2007,16:22:00,0.39,0.0,244.3,1.8,0.0,0.0,0.0,2007-10-26 16:22:00,2007-10-26,16,4,10,2007,0,6.5
23/8/2008,17:01:00,0.158,0.126,241.67,0.8,0.0,0.0,0.0,2008-08-23 17:01:00,2008-08-23,17,5,8,2008,1,2.6333333333333333
1/1/2009,23:31:00,2.828,0.05,243.25,11.6,0.0,1.0,18.0,2009-01-01 23:31:00,2009-01-01,23,3,1,2009,0,28.133333333333333
12/9/2010,13:05:00,0.55,0.396,242.3,2.8,0.0,2.0,1.0,2010-09-12 13:05:00,2010-09-12,13,6,9,2010,1,6.166666666666666
14/4/2007,22:53:00,1.29,0.0,240.51,5.2,0.0,0.0,18.0,2007-04-14 22:53:00,2007-04-14,22,5,4,2007,1,3.5
23/7/2007,02:56:00,0.21,0.076,235.28,1.0,0.0,0.0,0.0,2007-07-23 02:56:00,2007-07-23,2,0,7,2007,0,3.5
4/9/2008,03:04:00,0.328,0.198,238.28,1.6,0.0,0.0,0.0,2008-09-04 03:04:00,2008-09-04,3,3,9,2008,0,5.466666666666667
18/2/2009,14:00:00,1.422,0.168,239.89,5.8,0.0,0.0,17.0,2009-02-18 14:00:00,2009-02-18,14,2,2,2009,0,6.699999999999999
25/3/2007,18:58:00,3.934,0.246,236.9,16.6,0.0,38.0,18.0,2007-03-25 18:58:00,2007-03-25,18,6,3,2007,1,9.566666666666663
11/4/2010,08:04:00,1.062,0.102,239.42,5.2,0.0,0.0,1.0,2010-04-11 08:04:00,2010-04-11,8,6,4,2010,1,16.7
26/4/2009,03:47:00,0.468,0.258,244.94,2.2,0.0,0.0,0.0,2009-04-26 03:47:00,2009-04-26,3,6,4,2009,1,7.8
2/4/2009,14:37:00,1.45,0.07,245.39,5.8,0.0,0.0,19.0,2009-04-02 14:37:00,2009-04-02,14,3,4,2009,0,5.166666666666668
29/7/2009,17:20:00,0.802,0.108,240.05,3.4,1.0,0.0,0.0,2009-07-29 17:20:00,2009-07-29,17,2,7,2009,0,12.366666666666667
11/5/2007,01:04:00,0.112,0.0,234.12,0.6,0.0,0.0,0.0,2007-05-11 01:04:00,2007-05-11,1,4,5,2007,0,1.8666666666666667
28/3/2008,02:25:00,0.408,0.234,247.08,1.8,0.0,0.0,0.0,2008-03-28 02:25:00,2008-03-28,2,4,3,2008,0,6.8
8/12/2007,04:47:00,0.228,0.0,241.11,1.0,0.0,0.0,0.0,2007-12-08 04:47:00,2007-12-08,4,5,12,2007,1,3.8
12/9/2007,14:26:00,0.368,0.338,238.76,2.0,0.0,1.0,0.0,2007-09-12 14:26:00,2007-09-12,14,2,9,2007,0,5.133333333333334
30/4/2008,16:48:00,0.35,0.124,244.44,1.4,0.0,0.0,0.0,2008-04-30 16:48:00,2008-04-30,16,2,4,2008,0,5.833333333333333
29/12/2009,03:24:00,0.342,0.148,246.29,1.4,0.0,1.0,1.0,2009-12-29 03:24:00,2009-12-29,3,1,12,2009,0,3.7
29/9/2009,12:51:00,0.126,0.0,240.38,0.4,0.0,0.0,1.0,2009-09-29 12:51:00,2009-09-29,12,1,9,2009,0,1.1
26/11/2010,15:59:00,0.41,0.074,241.79,1.6,0.0,1.0,0.0,2010-11-26 15:59:00,2010-11-26,15,4,11,2010,0,5.833333333333333
2/10/2007,23:39:00,0.41,0.08,242.66,1.6,0.0,0.0,0.0,2007-10-02 23:39:00,2007-10-02,23,1,10,2007,0,6.833333333333333
2/1/2009,23:34:00,0.414,0.24,243.48,1.8,0.0,1.0,0.0,2009-01-02 23:34:00,2009-01-02,23,4,1,2009,0,5.9
30/7/2009,09:41:00,1.234,0.0,240.3,5.0,0.0,0.0,18.0,2009-07-30 09:41:00,2009-07-30,9,3,7,2009,0,2.5666666666666664
23/6/2008,21:48:00,2.216,0.214,238.74,9.2,2.0,0.0,18.0,2008-06-23 21:48:00,2008-06-23,21,0,6,2008,0,16.93333333333333
2/2/2010,06:02:00,0.364,0.104,245.79,1.4,0.0,0.0,0.0,2010-02-02 06:02:00,2010-02-02,6,1,2,2010,0,6.066666666666666
1/2/2010,21:15:00,1.596,0.224,237.7,6.6,1.0,2.0,18.0,2010-02-01 21:15:00,2010-02-01,21,0,2,2010,0,5.600000000000001
24/4/2009,07:32:00,1.602,0.0,239.83,6.6,0.0,0.0,18.0,2009-04-24 07:32:00,2009-04-24,7,4,4,2009,0,8.7
31/10/2009,04:10:00,0.326,0.104,241.94,1.4,0.0,0.0,0.0,2009-10-31 04:10:00,2009-10-31,4,5,10,2009,1,5.433333333333334
20/2/2009,08:59:00,1.606,0.076,235.18,6.8,0.0,0.0,17.0,2009-02-20 08:59:00,2009-02-20,8,4,2,2009,0,9.766666666666666
23/8/2009,23:31:00,0.324,0.284,244.89,1.6,0.0,2.0,1.0,2009-08-23 23:31:00,2009-08-23,23,6,8,2009,1,2.4000000000000004
13/2/2007,13:36:00,0.244,0.0,244.56,1.0,0.0,0.0,0.0,2007-02-13 13:36:00,2007-02-13,13,1,2,2007,0,4.066666666666666
14/5/2008,16:10:00,0.416,0.0,241.85,1.8,0.0,1.0,1.0,2008-05-14 16:10:00,2008-05-14,16,2,5,2008,0,4.933333333333334
16/11/2010,05:14:00,0.418,0.198,243.39,1.8,0.0,0.0,0.0,2010-11-16 05:14:00,2010-11-16,5,1,11,2010,0,6.966666666666667
17/4/2009,18:22:00,0.766,0.23,243.29,3.2,0.0,0.0,1.0,2009-04-17 18:22:00,2009-04-17,18,4,4,2009,0,11.766666666666667
12/4/2010,04:07:00,0.238,0.0,243.5,1.0,0.0,0.0,1.0,2010-04-12 04:07:00,2010-04-12,4,0,4,2010,0,2.966666666666667
10/11/2007,22:13:00,3.066,0.246,234.36,13.0,0.0,0.0,16.0,2007-11-10 22:13:00,2007-11-10,22,5,11,2007,1,35.1
9/4/2008,01:01:00,0.516,0.352,243.71,2.4,0.0,1.0,1.0,2008-04-09 01:01:00,2008-04-09,1,2,4,2008,0,6.6
27/7/2010,22:00:00,0.882,0.104,241.66,3.6,0.0,0.0,1.0,2010-07-27 22:00:00,2010-07-27,22,1,7,2010,0,13.7
4/8/2007,09:38:00,1.322,0.108,235.43,5.6,0.0,0.0,17.0,2007-08-04 09:38:00,2007-08-04,9,5,8,2007,1,5.033333333333335
28/4/2008,19:02:00,0.412,0.224,238.8,1.8,0.0,2.0,1.0,2008-04-28 19:02:00,2008-04-28,19,0,4,2008,0,3.8666666666666663
16/5/2010,22:12:00,2.272,0.06,239.94,9.4,1.0,0.0,19.0,2010-05-16 22:12:00,2010-05-16,22,6,5,2010,1,17.866666666666667
8/7/2010,22:27:00,1.126,0.192,241.3,4.6,0.0,1.0,1.0,2010-07-08 22:27:00,2010-07-08,22,3,7,2010,0,16.766666666666666
27/8/2007,00:11:00,0.352,0.368,243.6,2.0,0.0,1.0,0.0,2007-08-27 00:11:00,2007-08-27,0,0,8,2007,0,4.866666666666666
19/1/2007,21:33:00,2.438,0.216,238.21,10.2,0.0,2.0,17.0,2007-01-19 21:33:00,2007-01-19,21,4,1,2007,0,21.633333333333333
21/11/2008,10:23:00,1.476,0.148,236.31,6.2,0.0,0.0,17.0,2008-11-21 10:23:00,2008-11-21,10,4,11,2008,0,7.600000000000001
21/10/2009,17:11:00,1.778,0.252,244.45,7.2,0.0,19.0,0.0,2009-10-21 17:11:00,2009-10-21,17,2,10,2009,0,10.633333333333333
31/5/2009,00:54:00,0.55,0.212,240.2,2.4,0.0,1.0,1.0,2009-05-31 00:54:00,2009-05-31,0,6,5,2009,1,7.166666666666666
2/10/2008,17:01:00,0.304,0.07,239.58,1.2,0.0,0.0,1.0,2008-10-02 17:01:00,2008-10-02,17,3,10,2008,0,4.066666666666666
20/4/2007,21:47:00,2.04,0.104,239.45,8.6,1.0,0.0,0.0,2007-04-20 21:47:00,2007-04-20,21,4,4,2007,0,33.0
2/9/2010,17:56:00,0.636,0.098,241.22,2.6,0.0,0.0,1.0,2010-09-02 17:56:00,2010-09-02,17,3,9,2010,0,9.6
7/4/2008,03:52:00,0.262,0.0,244.35,1.0,0.0,0.0,1.0,2008-04-07 03:52:00,2008-04-07,3,0,4,2008,0,3.3666666666666663
17/10/2009,19:56:00,2.652,0.448,235.36,11.4,0.0,1.0,17.0,2009-10-17 19:56:00,2009-10-17,19,5,10,2009,1,26.200000000000003
8/5/2008,07:10:00,1.048,0.082,238.43,4.4,0.0,0.0,1.0,2008-05-08 07:10:00,2008-05-08,7,3,5,2008,0,16.466666666666665
12/4/2010,13:38:00,1.372,0.07,241.0,5.6,0.0,1.0,19.0,2010-04-12 13:38:00,2010-04-12,13,0,4,2010,0,2.866666666666667
13/1/2007,05:36:00,0.22,0.0,245.5,1.0,0.0,0.0,0.0,2007-01-13 05:36:00,2007-01-13,5,5,1,2007,1,3.6666666666666665
14/6/2007,17:58:00,0.298,0.214,240.44,1.6,0.0,0.0,0.0,2007-06-14 17:58:00,2007-06-14,17,3,6,2007,0,4.966666666666667
26/7/2010,13:42:00,0.364,0.22,242.44,1.8,0.0,0.0,0.0,2010-07-26 13:42:00,2010-07-26,13,0,7,2010,0,6.066666666666666
18/12/2009,03:23:00,0.4,0.232,248.06,1.8,0.0,2.0,0.0,2009-12-18 03:23:00,2009-12-18,3,4,12,2009,0,4.666666666666667
7/8/2010,14:53:00,1.216,0.0,239.82,5.0,0.0,0.0,19.0,2010-08-07 14:53:00,2010-08-07,14,5,8,2010,1,1.2666666666666657
2/11/2009,17:31:00,0.584,0.18,241.05,2.4,0.0,2.0,1.0,2009-11-02 17:31:00,2009-11-02,17,0,11,2009,0,6.7333333333333325
1/10/2007,16:50:00,1.706,0.134,237.89,7.4,0.0,26.0,0.0,2007-10-01 16:50:00,2007-10-01,16,0,10,2007,0,2.4333333333333336
22/9/2007,06:59:00,0.112,0.0,239.5,0.6,0.0,0.0,0.0,2007-09-22 06:59:00,2007-09-22,6,5,9,2007,1,1.8666666666666667
25/7/2007,20:59:00,0.222,0.12,237.45,1.0,0.0,0.0,0.0,2007-07-25 20:59:00,2007-07-25,20,2,7,2007,0,3.7
16/7/2010,06:44:00,0.158,0.0,243.01,0.6,0.0,0.0,1.0,2010-07-16 06:44:00,2010-07-16,6,4,7,2010,0,1.6333333333333333
26/5/2009,16:37:00,0.29,0.072,232.72,1.2,0.0,1.0,1.0,2009-05-26 16:37:00,2009-05-26,16,1,5,2009,0,2.833333333333333
30/9/2007,02:16:00,0.218,0.0,242.24,1.0,0.0,0.0,0.0,2007-09-30 02:16:00,2007-09-30,2,6,9,2007,1,3.6333333333333333
16/8/2007,14:31:00,0.204,0.134,239.63,1.0,0.0,0.0,0.0,2007-08-16 14:31:00,2007-08-16,14,3,8,2007,0,3.4
1/7/2007,04:08:00,0.53,0.184,240.2,2.4,0.0,1.0,0.0,2007-07-01 04:08:00,2007-07-01,4,6,7,2007,1,7.833333333333334
29/5/2007,01:34:00,0.338,0.09,237.4,1.4,0.0,0.0,0.0,2007-05-29 01:34:00,2007-05-29,1,1,5,2007,0,5.633333333333334
16/7/2009,14:11:00,0.34,0.228,240.84,1.6,0.0,1.0,0.0,2009-07-16 14:11:00,2009-07-16,14,3,7,2009,0,4.666666666666667
3/2/2008,22:48:00,0.604,0.0,244.69,2.4,0.0,0.0,0.0,2008-02-03 22:48:00,2008-02-03,22,6,2,2008,1,10.066666666666666
26/9/2009,15:19:00,1.638,0.376,237.64,7.0,1.0,1.0,18.0,2009-09-26 15:19:00,2009-09-26,15,5,9,2009,1,7.300000000000001
19/7/2007,05:48:00,1.134,0.0,234.02,4.8,0.0,0.0,17.0,2007-07-19 05:48:00,2007-07-19,5,3,7,2007,0,1.8999999999999986
6/4/2008,06:55:00,0.35,0.0,244.52,1.4,0.0,0.0,0.0,2008-04-06 06:55:00,2008-04-06,6,6,4,2008,1,5.833333333333333
1/6/2007,11:36:00,1.384,0.17,233.13,6.0,0.0,0.0,17.0,2007-06-01 11:36:00,2007-06-01,11,4,6,2007,0,6.066666666666666
19/11/2010,00:20:00,0.4,0.2,243.95,1.8,0.0,1.0,0.0,2010-11-19 00:20:00,2010-11-19,0,4,11,2010,0,5.666666666666667
3/6/2010,11:02:00,1.312,0.07,236.81,5.4,0.0,0.0,18.0,2010-06-03 11:02:00,2010-06-03,11,3,6,2010,0,3.866666666666667
25/5/2007,20:22:00,2.264,0.264,236.14,10.0,2.0,0.0,17.0,2007-05-25 20:22:00,2007-05-25,20,4,5,2007,0,18.733333333333334
23/1/2010,09:19:00,1.794,0.196,237.52,7.6,0.0,1.0,18.0,2010-01-23 09:19:00,2010-01-23,9,5,1,2010,1,10.899999999999999
1/3/2007,09:43:00,0.324,0.13,242.37,1.4,0.0,0.0,0.0,2007-03-01 09:43:00,2007-03-01,9,3,3,2007,0,5.4
20/10/2009,15:12:00,0.494,0.16,243.15,2.2,0.0,0.0,0.0,2009-10-20 15:12:00,2009-10-20,15,1,10,2009,0,8.233333333333333
26/5/2007,02:30:00,0.452,0.3,234.84,2.2,0.0,1.0,0.0,2007-05-26 02:30:00,2007-05-26,2,5,5,2007,1,6.533333333333333
18/3/2010,01:11:00,0.328,0.114,241.62,1.4,0.0,1.0,1.0,2010-03-18 01:11:00,2010-03-18,1,3,3,2010,0,3.466666666666667
24/10/2007,01:28:00,0.22,0.0,240.13,1.0,0.0,0.0,0.0,2007-10-24 01:28:00,2007-10-24,1,2,10,2007,0,3.6666666666666665
18/6/2009,14:06:00,0.39,0.324,237.61,2.0,0.0,1.0,0.0,2009-06-18 14:06:00,2009-06-18,14,3,6,2009,0,5.5
23/4/2009,01:22:00,1.378,0.0,240.66,5.6,0.0,0.0,18.0,2009-04-23 01:22:00,2009-04-23,1,3,4,2009,0,4.966666666666665
22/11/2009,21:43:00,1.656,0.0,240.72,6.8,1.0,0.0,18.0,2009-11-22 21:43:00,2009-11-22,21,6,11,2009,1,8.600000000000001
16/4/2008,02:57:00,0.472,0.23,244.74,2.2,0.0,1.0,1.0,2008-04-16 02:57:00,2008-04-16,2,2,4,2008,0,5.866666666666666
4/1/2010,03:57:00,0.402,0.136,246.55,1.8,0.0,0.0,1.0,2010-01-04 03:57:00,2010-01-04,3,0,1,2010,0,5.7
26/8/2007,01:13:00,1.418,0.222,239.68,6.0,0.0,0.0,18.0,2007-08-26 01:13:00,2007-08-26,1,6,8,2007,1,5.633333333333333
24/5/2008,12:47:00,3.044,0.236,240.79,14.0,0.0,0.0,19.0,2008-05-24 12:47:00,2008-05-24,12,5,5,2008,1,31.733333333333334
30/9/2008,01:11:00,0.356,0.114,241.72,1.6,0.0,0.0,1.0,2008-09-30 01:11:00,2008-09-30,1,1,9,2008,0,4.933333333333334
25/5/2009,23:35:00,0.418,0.182,238.58,1.8,0.0,0.0,1.0,2009-05-25 23:35:00,2009-05-25,23,0,5,2009,0,5.966666666666667
5/11/2009,21:46:00,2.362,0.0,237.01,10.0,1.0,0.0,18.0,2009-11-05 21:46:00,2009-11-05,21,3,11,2009,0,20.366666666666667
1/4/2009,13:56:00,0.586,0.0,244.59,2.4,1.0,0.0,0.0,2009-04-01 13:56:00,2009-04-01,13,2,4,2009,0,8.766666666666667
17/9/2009,11:15:00,1.408,0.188,240.15,5.8,0.0,1.0,18.0,2009-09-17 11:15:00,2009-09-17,11,3,9,2009,0,4.466666666666665
6/9/2007,03:40:00,0.124,0.0,241.77,0.6,0.0,0.0,0.0,2007-09-06 03:40:00,2007-09-06,3,3,9,2007,0,2.066666666666667
5/2/2009,18:48:00,0.934,0.088,239.27,4.0,0.0,0.0,0.0,2009-02-05 18:48:00,2009-02-05,18,3,2,2009,0,15.566666666666666
26/1/2010,13:58:00,2.558,0.0,243.81,10.4,0.0,0.0,19.0,2010-01-26 13:58:00,2010-01-26,13,1,1,2010,0,23.633333333333333
24/8/2009,17:36:00,1.354,0.054,242.66,5.6,0.0,0.0,1.0,2009-08-24 17:36:00,2009-08-24,17,0,8,2009,0,21.566666666666666
24/2/2008,15:07:00,0.284,0.08,240.61,1.2,0.0,0.0,0.0,2008-02-24 15:07:00,2008-02-24,15,6,2,2008,1,4.733333333333333
7/6/2007,11:17:00,0.184,0.0,234.13,0.8,0.0,0.0,0.0,2007-06-07 11:17:00,2007-06-07,11,3,6,2007,0,3.066666666666667
12/4/2010,04:29:00,0.3,0.068,242.96,1.2,0.0,0.0,0.0,2010-04-12 04:29:00,2010-04-12,4,0,4,2010,0,5.0
28/8/2008,10:09:00,0.082,0.0,241.54,0.2,0.0,0.0,0.0,2008-08-28 10:09:00,2008-08-28,10,3,8,2008,0,1.3666666666666667
10/3/2010,21:17:00,1.242,0.0,241.11,5.2,0.0,0.0,1.0,2010-03-10 21:17:00,2010-03-10,21,2,3,2010,0,19.7
24/2/2008,02:33:00,1.494,0.2,243.19,6.2,0.0,0.0,18.0,2008-02-24 02:33:00,2008-02-24,2,6,2,2008,1,6.899999999999999
24/2/2010,09:19:00,1.552,0.236,240.37,6.4,1.0,1.0,18.0,2010-02-24 09:19:00,2010-02-24,9,2,2,2010,0,5.866666666666667
2/9/2010,01:59:00,0.276,0.096,240.06,1.2,0.0,0.0,1.0,2010-09-02 01:59:00,2010-09-02,1,3,9,2010,0,3.5999999999999996
14/5/2009,14:05:00,0.408,0.222,239.14,1.8,0.0,1.0,1.0,2009-05-14 14:05:00,2009-05-14,14,3,5,2009,0,4.8
8/3/2008,12:17:00,0.474,0.184,243.96,2.0,0.0,0.0,0.0,2008-03-08 12:17:00,2008-03-08,12,5,3,2008,1,7.9
27/3/2007,06:27:00,0.298,0.08,240.17,1.2,0.0,0.0,0.0,2007-03-27 06:27:00,2007-03-27,6,1,3,2007,0,4.966666666666667
2/5/2009,19:58:00,0.386,0.114,243.06,1.6,0.0,1.0,1.0,2009-05-02 19:58:00,2009-05-02,19,5,5,2009,1,4.433333333333334
12/7/2010,08:25:00,0.32,0.076,239.78,1.4,0.0,0.0,0.0,2010-07-12 08:25:00,2010-07-12,8,0,7,2010,0,5.333333333333333
9/7/2008,04:01:00,0.886,0.212,239.51,3.8,0.0,0.0,12.0,2008-07-09 04:01:00,2008-07-09,4,2,7,2008,0,2.7666666666666675
21/11/2010,07:46:00,2.612,0.07,242.78,10.6,0.0,1.0,18.0,2010-11-21 07:46:00,2010-11-21,7,6,11,2010,1,24.53333333333333
7/3/2009,01:33:00,1.438,0.068,242.78,5.8,0.0,2.0,18.0,2009-03-07 01:33:00,2009-03-07,1,5,3,2009,1,3.966666666666665
26/10/2007,20:56:00,0.93,0.17,239.16,4.0,0.0,0.0,0.0,2007-10-26 20:56:00,2007-10-26,20,4,10,2007,0,15.5
21/8/2008,06:28:00,0.166,0.138,240.09,0.8,0.0,1.0,1.0,2008-08-21 06:28:00,2008-08-21,6,3,8,2008,0,0.7666666666666666
5/7/2007,15:36:00,0.396,0.338,242.24,2.0,0.0,1.0,0.0,2007-07-05 15:36:00,2007-07-05,15,3,7,2007,0,5.6
14/12/2008,11:02:00,5.314,0.08,236.04,22.4,37.0,38.0,0.0,2008-12-14 11:02:00,2008-12-14,11,6,12,2008,1,13.566666666666663
11/8/2007,13:37:00,1.13,0.0,235.73,4.8,0.0,0.0,17.0,2007-08-11 13:37:00,2007-08-11,13,5,8,2007,1,1.8333333333333321
24/12/2009,21:50:00,2.432,0.074,245.44,9.8,0.0,0.0,20.0,2009-12-24 21:50:00,2009-12-24,21,3,12,2009,0,20.53333333333333
25/6/2007,18:25:00,1.308,0.088,241.84,5.4,0.0,0.0,18.0,2007-06-25 18:25:00,2007-06-25,18,0,6,2007,0,3.8000000000000007
2/1/2007,17:14:00,1.584,0.072,239.39,6.6,0.0,0.0,0.0,2007-01-02 17:14:00,2007-01-02,17,1,1,2007,0,26.4
25/5/2008,21:28:00,2.232,0.122,238.17,9.4,1.0,0.0,1.0,2008-05-25 21:28:00,2008-05-25,21,6,5,2008,1,35.2
17/3/2010,17:18:00,0.61,0.0,241.35,2.4,0.0,0.0,1.0,2010-03-17 17:18:00,2010-03-17,17,2,3,2010,0,9.166666666666666
25/3/2008,15:09:00,1.406,0.07,243.54,5.8,0.0,1.0,18.0,2008-03-25 15:09:00,2008-03-25,15,1,3,2008,0,4.433333333333334
29/6/2010,22:15:00,4.852,0.39,234.86,20.6,37.0,1.0,17.0,2010-06-29 22:15:00,2010-06-29,22,1,6,2010,0,25.86666666666666
4/3/2008,17:32:00,3.812,0.122,238.41,16.2,0.0,24.0,17.0,2008-03-04 17:32:00,2008-03-04,17,1,3,2008,0,22.53333333333333
22/9/2010,21:33:00,1.616,0.132,238.59,6.8,0.0,1.0,0.0,2010-09-22 21:33:00,2010-09-22,21,2,9,2010,0,25.933333333333334
14/2/2008,04:24:00,0.274,0.0,243.43,1.2,0.0,0.0,0.0,2008-02-14 04:24:00,2008-02-14,4,3,2,2008,0,4.566666666666666
1/11/2008,00:32:00,0.512,0.07,242.26,2.4,0.0,2.0,0.0,2008-11-01 00:32:00,2008-11-01,0,5,11,2008,1,6.533333333333333
16/5/2009,21:35:00,1.904,0.0,235.82,8.0,0.0,0.0,1.0,2009-05-16 21:35:00,2009-05-16,21,5,5,2009,1,30.733333333333334
21/6/2009,12:26:00,0.29,0.144,242.96,1.4,0.0,0.0,1.0,2009-06-21 12:26:00,2009-06-21,12,6,6,2009,1,3.833333333333333
12/12/2007,20:00:00,2.708,0.0,240.42,11.4,0.0,0.0,18.0,2007-12-12 20:00:00,2007-12-12,20,2,12,2007,0,27.133333333333333
1/5/2010,06:42:00,0.422,0.22,241.35,2.0,0.0,1.0,1.0,2010-05-01 06:42:00,2010-05-01,6,5,5,2010,1,5.033333333333333
9/3/2007,13:59:00,1.418,0.11,240.57,5.8,0.0,0.0,17.0,2007-03-09 13:59:00,2007-03-09,13,4,3,2007,0,6.633333333333333
25/2/2009,21:52:00,2.26,0.0,237.32,9.4,0.0,0.0,18.0,2009-02-25 21:52:00,2009-02-25,21,2,2,2009,0,19.666666666666664
31/10/2008,10:45:00,0.55,0.046,241.8,2.4,0.0,2.0,0.0,2008-10-31 10:45:00,2008-10-31,10,4,10,2008,0,7.166666666666666
19/11/2007,13:04:00,1.268,0.046,238.29,5.2,0.0,0.0,17.0,2007-11-19 13:04:00,2007-11-19,13,0,11,2007,0,4.133333333333333
15/7/2010,18:26:00,0.496,0.172,240.82,2.2,0.0,0.0,1.0,2010-07-15 18:26:00,2010-07-15,18,3,7,2010,0,7.2666666666666675
15/11/2007,12:19:00,0.292,0.066,238.79,1.2,0.0,0.0,0.0,2007-11-15 12:19:00,2007-11-15,12,3,11,2007,0,4.866666666666666
12/2/2008,00:00:00,0.222,0.0,242.94,0.8,0.0,0.0,0.0,2008-02-12 00:00:00,2008-02-12,0,1,2,2008,0,3.7
26/11/2008,07:05:00,2.106,0.0,242.74,8.6,0.0,0.0,18.0,2008-11-26 07:05:00,2008-11-26,7,2,11,2008,0,17.1
14/9/2008,15:23:00,0.776,0.24,241.35,3.6,0.0,1.0,1.0,2008-09-14 15:23:00,2008-09-14,15,6,9,2008,1,10.933333333333334
6/7/2009,22:35:00,1.586,0.196,242.31,6.6,1.0,0.0,0.0,2009-07-06 22:35:00,2009-07-06,22,0,7,2009,0,25.433333333333334
2/2/2009,22:25:00,4.128,0.068,240.68,17.0,39.0,0.0,18.0,2009-02-02 22:25:00,2009-02-02,22,0,2,2009,0,11.799999999999997
25/11/2007,00:38:00,0.226,0.0,245.41,1.0,0.0,0.0,0.0,2007-11-25 00:38:00,2007-11-25,0,6,11,2007,1,3.7666666666666666
27/7/2007,15:08:00,1.246,0.0,235.39,5.2,0.0,0.0,17.0,2007-07-27 15:08:00,2007-07-27,15,4,7,2007,0,3.7666666666666657
9/8/2009,05:21:00,0.24,0.14,243.18,1.0,0.0,0.0,1.0,2009-08-09 05:21:00,2009-08-09,5,6,8,2009,1,3.0
13/11/2009,04:55:00,0.298,0.066,239.19,1.2,0.0,1.0,1.0,2009-11-13 04:55:00,2009-11-13,4,4,11,2009,0,2.966666666666667
20/5/2007,03:30:00,0.292,0.056,236.31,1.2,0.0,0.0,0.0,2007-05-20 03:30:00,2007-05-20,3,6,5,2007,1,4.866666666666666
20/8/2009,19:44:00,0.308,0.254,242.16,1.6,0.0,1.0,0.0,2009-08-20 19:44:00,2009-08-20,19,3,8,2009,0,4.133333333333334
20/7/2007,13:46:00,0.47,0.318,235.26,2.4,0.0,1.0,0.0,2007-07-20 13:46:00,2007-07-20,13,4,7,2007,0,6.833333333333333
13/2/2008,23:16:00,0.264,0.0,244.36,1.0,0.0,0.0,0.0,2008-02-13 23:16:00,2008-02-13,23,2,2,2008,0,4.4
12/6/2008,01:37:00,0.19,0.0,238.31,0.8,0.0,0.0,1.0,2008-06-12 01:37:00,2008-06-12,1,3,6,2008,0,2.1666666666666665
13/5/2010,13:52:00,1.49,0.186,240.93,6.2,0.0,0.0,18.0,2010-05-13 13:52:00,2010-05-13,13,3,5,2010,0,6.833333333333332
2/5/2009,15:09:00,0.542,0.0,244.34,2.2,2.0,0.0,1.0,2009-05-02 15:09:00,2009-05-02,15,5,5,2009,1,6.033333333333333
24/6/2007,04:33:00,1.36,0.0,240.5,5.6,0.0,0.0,18.0,2007-06-24 04:33:00,2007-06-24,4,6,6,2007,1,4.666666666666668
1/10/2009,05:33:00,0.368,0.342,243.03,2.0,0.0,1.0,0.0,2009-10-01 05:33:00,2009-10-01,5,3,10,2009,0,5.133333333333334
9/2/2009,18:00:00,0.746,0.0,242.49,3.0,0.0,0.0,0.0,2009-02-09 18:00:00,2009-02-09,18,0,2,2009,0,12.433333333333334
9/10/2007,04:25:00,0.436,0.224,241.62,2.0,0.0,1.0,0.0,2007-10-09 04:25:00,2007-10-09,4,1,10,2007,0,6.266666666666667
23/12/2006,15:22:00,3.248,0.472,243.24,14.0,0.0,1.0,19.0,2006-12-23 15:22:00,2006-12-23,15,5,12,2006,1,34.13333333333333
18/10/2010,19:46:00,2.142,0.142,241.23,8.8,0.0,1.0,19.0,2010-10-18 19:46:00,2010-10-18,19,0,10,2010,0,15.700000000000003
11/5/2008,17:24:00,0.94,0.172,241.22,4.0,0.0,0.0,0.0,2008-05-11 17:24:00,2008-05-11,17,6,5,2008,1,15.666666666666666
4/12/2008,17:57:00,0.27,0.054,242.39,1.2,0.0,0.0,0.0,2008-12-04 17:57:00,2008-12-04,17,3,12,2008,0,4.5
8/10/2007,13:50:00,0.496,0.188,239.15,2.2,0.0,0.0,0.0,2007-10-08 13:50:00,2007-10-08,13,0,10,2007,0,8.266666666666667
10/3/2010,00:36:00,1.508,0.212,240.63,6.2,0.0,1.0,19.0,2010-03-10 00:36:00,2010-03-10,0,2,3,2010,0,5.133333333333333
21/3/2008,22:49:00,0.988,0.1,241.88,4.2,0.0,1.0,0.0,2008-03-21 22:49:00,2008-03-21,22,4,3,2008,0,15.466666666666665
5/5/2010,17:01:00,0.448,0.172,236.51,2.0,0.0,2.0,1.0,2010-05-05 17:01:00,2010-05-05,17,2,5,2010,0,4.466666666666667
11/5/2010,09:00:00,3.77,0.17,239.37,15.6,38.0,0.0,18.0,2010-05-11 09:00:00,2010-05-11,9,1,5,2010,0,6.833333333333336
20/4/2010,17:48:00,1.404,0.0,240.23,5.8,0.0,1.0,19.0,2010-04-20 17:48:00,2010-04-20,17,1,4,2010,0,3.3999999999999986
12/9/2010,08:57:00,0.276,0.144,241.71,1.4,0.0,1.0,1.0,2010-09-12 08:57:00,2010-09-12,8,6,9,2010,1,2.5999999999999996
17/6/2010,04:30:00,0.274,0.09,239.09,1.2,0.0,0.0,1.0,2010-06-17 04:30:00,2010-06-17,4,3,6,2010,0,3.5666666666666664
