datetime,energy_kwh,hour,day_of_week,month,is_weekend,previous_hour_energy,previous_day_same_hour_energy,rolling_24h_average
2007-06-01 12:00:00,1.1880333333333333,12,4,6,0,1.2770666666666666,0.2893666666666667,0.8778055555555556
2007-06-01 13:00:00,0.29893333333333333,13,4,6,0,1.1880333333333333,0.2901666666666667,0.8781708333333333
2007-06-01 14:00:00,0.3138666666666667,14,4,6,0,0.29893333333333333,0.2567333333333333,0.8805513888888888
2007-06-01 15:00:00,0.28409999999999996,15,4,6,0,0.3138666666666667,0.29996666666666666,0.8798902777777777
2007-06-01 16:00:00,0.31993333333333335,16,4,6,0,0.28409999999999996,0.2518666666666667,0.8827263888888889
2007-06-01 17:00:00,0.32363333333333333,17,4,6,0,0.31993333333333335,0.5485000000000001,0.8733569444444443
2007-06-01 18:00:00,0.34446666666666664,18,4,6,0,0.32363333333333333,1.0583333333333333,0.8436125
2007-06-01 19:00:00,0.5492666666666667,19,4,6,0,0.34446666666666664,1.3004,0.8123152777777777
2007-06-01 20:00:00,1.357,20,4,6,0,0.5492666666666667,1.6833666666666667,0.7987166666666666
2007-06-01 21:00:00,0.9878,21,4,6,0,1.357,1.9996333333333332,0.7565569444444445
2007-06-01 22:00:00,0.7767666666666667,22,4,6,0,0.9878,1.483,0.7271305555555555
2007-06-01 23:00:00,0.3184333333333333,23,4,6,0,0.7767666666666667,0.3542666666666667,0.7256374999999999
2007-06-02 00:00:00,0.4891333333333333,0,5,6,1,0.3184333333333333,0.3391,0.7318888888888889
2007-06-02 01:00:00,0.3074,1,5,6,1,0.4891333333333333,0.3252333333333333,0.7311458333333333
2007-06-02 02:00:00,0.2714666666666667,2,5,6,1,0.3074,0.29306666666666664,0.7302458333333334
2007-06-02 03:00:00,0.31306666666666666,3,5,6,1,0.2714666666666667,0.3269666666666666,0.7296666666666666
2007-06-02 04:00:00,0.6406,4,5,6,1,0.31306666666666666,0.2692333333333333,0.7451402777777778
2007-06-02 05:00:00,0.6840666666666666,5,5,6,1,0.6406,0.3203333333333333,0.7602958333333333
2007-06-02 06:00:00,0.27666666666666667,6,5,6,1,0.6840666666666666,1.5049,0.7091194444444443
2007-06-02 07:00:00,0.6442333333333334,7,5,6,1,0.27666666666666667,1.7525333333333333,0.6629402777777779
2007-06-02 08:00:00,0.47276666666666667,8,5,6,1,0.6442333333333334,1.3319666666666667,0.6271402777777778
2007-06-02 09:00:00,2.4007,9,5,6,1,0.47276666666666667,1.2846333333333333,0.6736430555555556
2007-06-02 10:00:00,1.1893666666666667,10,5,6,1,2.4007,1.3280333333333334,0.6678652777777777
2007-06-02 11:00:00,1.9896333333333334,11,5,6,1,1.1893666666666667,1.2770666666666666,0.6975555555555556
2007-06-02 12:00:00,0.3973333333333333,12,5,6,1,1.9896333333333334,1.1880333333333333,0.6646097222222223
2007-06-02 13:00:00,0.8903,13,5,6,1,0.3973333333333333,0.29893333333333333,0.6892499999999999
2007-06-02 14:00:00,1.2205333333333332,14,5,6,1,0.8903,0.3138666666666667,0.7270277777777778
2007-06-02 15:00:00,1.4534666666666667,15,5,6,1,1.2205333333333332,0.28409999999999996,0.7757513888888891
2007-06-02 16:00:00,1.4119,16,5,6,1,1.4534666666666667,0.31993333333333335,0.82125
2007-06-02 17:00:00,2.6614999999999998,17,5,6,1,1.4119,0.32363333333333333,0.9186611111111112
2007-06-02 18:00:00,1.9722,18,5,6,1,2.6614999999999998,0.34446666666666664,0.9864833333333333
2007-06-02 19:00:00,3.1521,19,5,6,1,1.9722,0.5492666666666667,1.094934722222222
2007-06-02 20:00:00,0.7354666666666667,20,5,6,1,3.1521,1.357,1.0690375
2007-06-02 21:00:00,0.39166666666666666,21,5,6,1,0.7354666666666667,0.9878,1.044198611111111
2007-06-02 22:00:00,0.3597,22,5,6,1,0.39166666666666666,0.7767666666666667,1.0268208333333333
2007-06-02 23:00:00,0.4141,23,5,6,1,0.3597,0.3184333333333333,1.0308069444444443
2007-06-03 00:00:00,0.5942000000000001,0,6,6,1,0.4141,0.4891333333333333,1.0351847222222224
2007-06-03 01:00:00,0.8926333333333333,1,6,6,1,0.5942000000000001,0.3074,1.0595694444444443
2007-06-03 02:00:00,0.41809999999999997,2,6,6,1,0.8926333333333333,0.2714666666666667,1.0656791666666667
2007-06-03 03:00:00,0.28490000000000004,3,6,6,1,0.41809999999999997,0.31306666666666666,1.0645055555555556
2007-06-03 04:00:00,0.32053333333333334,4,6,6,1,0.28490000000000004,0.6406,1.0511694444444444
2007-06-03 05:00:00,0.27243333333333336,5,6,6,1,0.32053333333333334,0.6840666666666666,1.0340180555555556
2007-06-03 06:00:00,0.3092333333333333,6,6,6,1,0.27243333333333336,0.27666666666666667,1.035375
2007-06-03 07:00:00,0.27076666666666666,7,6,6,1,0.3092333333333333,0.6442333333333334,1.019813888888889
2007-06-03 08:00:00,0.6724,8,6,6,1,0.27076666666666666,0.47276666666666667,1.0281319444444443
2007-06-03 09:00:00,1.0115,9,6,6,1,0.6724,2.4007,0.9702486111111112
2007-06-03 10:00:00,2.0703666666666667,10,6,6,1,1.0115,1.1893666666666667,1.0069569444444444
2007-06-03 11:00:00,3.189833333333333,11,6,6,1,2.0703666666666667,1.9896333333333334,1.0569652777777778
2007-06-03 12:00:00,2.579133333333333,12,6,6,1,3.189833333333333,0.3973333333333333,1.1478736111111112
2007-06-03 13:00:00,3.7924999999999995,13,6,6,1,2.579133333333333,0.8903,1.2687986111111111
2007-06-03 14:00:00,1.6592,14,6,6,1,3.7924999999999995,1.2205333333333332,1.2870763888888888
2007-06-03 15:00:00,1.1365666666666667,15,6,6,1,1.6592,1.4534666666666667,1.273872222222222
2007-06-03 16:00:00,1.3807666666666667,16,6,6,1,1.1365666666666667,1.4119,1.272575
2007-06-03 17:00:00,0.9857999999999999,17,6,6,1,1.3807666666666667,2.6614999999999998,1.2027541666666666
2007-06-03 18:00:00,1.3115999999999999,18,6,6,1,0.9857999999999999,1.9722,1.1752291666666668
2007-06-03 19:00:00,1.5743,19,6,6,1,1.3115999999999999,3.1521,1.1094875
2007-06-03 20:00:00,1.5952666666666668,20,6,6,1,1.5743,0.7354666666666667,1.1453125
2007-06-03 21:00:00,3.6062999999999996,21,6,6,1,1.5952666666666668,0.39166666666666666,1.2792555555555556
2007-06-03 22:00:00,3.3832666666666666,22,6,6,1,3.6062999999999996,0.3597,1.4052375
2007-06-03 23:00:00,1.8221666666666667,23,6,6,1,3.3832666666666666,0.4141,1.4639069444444444
2007-06-04 00:00:00,0.35350000000000004,0,0,6,0,1.8221666666666667,0.5942000000000001,1.4538777777777778
2007-06-04 01:00:00,0.3481666666666667,1,0,6,0,0.35350000000000004,0.8926333333333333,1.4311916666666666
2007-06-04 02:00:00,0.26443333333333335,2,0,6,0,0.3481666666666667,0.41809999999999997,1.4247888888888889
2007-06-04 03:00:00,0.785,3,0,6,0,0.26443333333333335,0.28490000000000004,1.4456263888888887
2007-06-04 04:00:00,0.3281,4,0,6,0,0.785,0.32053333333333334,1.4459416666666665
2007-06-04 05:00:00,0.30516666666666664,5,0,6,0,0.3281,0.27243333333333336,1.4473055555555556
2007-06-04 06:00:00,0.5405,6,0,6,0,0.30516666666666664,0.3092333333333333,1.4569416666666666
2007-06-04 07:00:00,1.4913999999999998,7,0,6,0,0.5405,0.27076666666666666,1.5078013888888888
2007-06-04 08:00:00,1.3209000000000002,8,0,6,0,1.4913999999999998,0.6724,1.534822222222222
2007-06-04 09:00:00,1.2679666666666667,9,0,6,0,1.3209000000000002,1.0115,1.5455083333333333
2007-06-04 10:00:00,0.9641,10,0,6,0,1.2679666666666667,2.0703666666666667,1.499413888888889
2007-06-04 11:00:00,0.2660666666666667,11,0,6,0,0.9641,3.189833333333333,1.3775902777777775
2007-06-04 12:00:00,0.30996666666666667,12,0,6,0,0.2660666666666667,2.579133333333333,1.2830416666666666
2007-06-04 13:00:00,0.26780000000000004,13,0,6,0,0.30996666666666667,3.7924999999999995,1.1361791666666667
2007-06-04 14:00:00,0.2438,14,0,6,0,0.26780000000000004,1.6592,1.0772041666666665
2007-06-04 15:00:00,0.28636666666666666,15,0,6,0,0.2438,1.1365666666666667,1.0417791666666665
2007-06-04 16:00:00,0.3144666666666666,16,0,6,0,0.28636666666666666,1.3807666666666667,0.99735
2007-06-04 17:00:00,0.2597,17,0,6,0,0.3144666666666666,0.9857999999999999,0.9670958333333332
2007-06-04 18:00:00,1.6472666666666667,18,0,6,0,0.2597,1.3115999999999999,0.9810819444444444
2007-06-04 19:00:00,1.5132,19,0,6,0,1.6472666666666667,1.5743,0.978536111111111
2007-06-04 20:00:00,0.5702,20,0,6,0,1.5132,1.5952666666666668,0.935825
2007-06-04 21:00:00,0.5064666666666666,21,0,6,0,0.5702,3.6062999999999996,0.8066652777777779
2007-06-04 22:00:00,0.48516666666666663,22,0,6,0,0.5064666666666666,3.3832666666666666,0.685911111111111
2007-06-04 23:00:00,0.5539333333333333,23,0,6,0,0.48516666666666663,1.8221666666666667,0.6330680555555556
2007-06-05 00:00:00,1.5753666666666668,0,1,6,0,0.5539333333333333,0.35350000000000004,0.6839791666666667
2007-06-05 01:00:00,0.4691666666666666,1,1,6,0,1.5753666666666668,0.3481666666666667,0.6890208333333333
2007-06-05 02:00:00,0.2542666666666667,2,1,6,0,0.4691666666666666,0.26443333333333335,0.6885972222222222
2007-06-05 03:00:00,0.3109,3,1,6,0,0.2542666666666667,0.785,0.6688430555555556
2007-06-05 04:00:00,0.32536666666666664,4,1,6,0,0.3109,0.3281,0.6687291666666667
2007-06-05 05:00:00,0.24646666666666667,5,1,6,0,0.32536666666666664,0.30516666666666664,0.6662833333333333
2007-06-05 06:00:00,1.1370666666666667,6,1,6,0,0.24646666666666667,0.5405,0.6911402777777779
2007-06-05 07:00:00,1.4175,7,1,6,0,1.1370666666666667,1.4913999999999998,0.6880611111111111
2007-06-05 08:00:00,1.3132,8,1,6,0,1.4175,1.3209000000000002,0.6877402777777778
2007-06-05 09:00:00,0.6849000000000001,9,1,6,0,1.3132,1.2679666666666667,0.6634458333333334
2007-06-05 10:00:00,1.4636,10,1,6,0,0.6849000000000001,0.9641,0.6842583333333333
2007-06-05 11:00:00,1.5978333333333334,11,1,6,0,1.4636,0.2660666666666667,0.7397486111111111
2007-06-05 12:00:00,0.41683333333333333,12,1,6,0,1.5978333333333334,0.30996666666666667,0.7442013888888889
2007-06-05 13:00:00,0.33266666666666667,13,1,6,0,0.41683333333333333,0.26780000000000004,0.7469041666666668
2007-06-05 14:00:00,0.7716,14,1,6,0,0.33266666666666667,0.2438,0.7688958333333334
2007-06-05 15:00:00,0.8969333333333334,15,1,6,0,0.7716,0.28636666666666666,0.7943361111111112
2007-06-05 16:00:00,0.6828666666666667,16,1,6,0,0.8969333333333334,0.3144666666666666,0.8096861111111111
2007-06-05 17:00:00,0.8823666666666666,17,1,6,0,0.6828666666666667,0.2597,0.8356305555555555
2007-06-05 18:00:00,0.42416666666666664,18,1,6,0,0.8823666666666666,1.6472666666666667,0.7846680555555556
2007-06-05 19:00:00,2.0161666666666664,19,1,6,0,0.42416666666666664,1.5132,0.805625
2007-06-05 20:00:00,1.8438333333333332,20,1,6,0,2.0161666666666664,0.5702,0.8586930555555555
2007-06-05 21:00:00,0.6462666666666668,21,1,6,0,1.8438333333333332,0.5064666666666666,0.8645180555555555
2007-06-05 22:00:00,2.2967999999999997,22,1,6,0,0.6462666666666668,0.48516666666666663,0.9400027777777779
2007-06-05 23:00:00,2.3087333333333335,23,1,6,0,2.2967999999999997,0.5539333333333333,1.0131194444444445
2007-06-06 00:00:00,1.7536666666666667,0,2,6,0,2.3087333333333335,1.5753666666666668,1.020548611111111
2007-06-06 01:00:00,1.1379666666666668,1,2,6,0,1.7536666666666667,0.4691666666666666,1.0484152777777778
2007-06-06 02:00:00,0.3239,2,2,6,0,1.1379666666666668,0.2542666666666667,1.0513166666666667
2007-06-06 03:00:00,0.2925333333333333,3,2,6,0,0.3239,0.3109,1.0505513888888889
2007-06-06 04:00:00,0.2407,4,2,6,0,0.2925333333333333,0.32536666666666664,1.047023611111111
2007-06-06 05:00:00,0.2721,5,2,6,0,0.2407,0.24646666666666667,1.0480916666666666
2007-06-06 06:00:00,1.7429999999999999,6,2,6,0,0.2721,1.1370666666666667,1.0733388888888888
2007-06-06 07:00:00,1.5333333333333334,7,2,6,0,1.7429999999999999,1.4175,1.0781652777777777
2007-06-06 08:00:00,1.5423333333333333,8,2,6,0,1.5333333333333334,1.3132,1.0877124999999999
2007-06-06 09:00:00,1.4501666666666668,9,2,6,0,1.5423333333333333,0.6849000000000001,1.1195986111111111
2007-06-06 10:00:00,1.3619999999999999,10,2,6,0,1.4501666666666668,1.4636,1.1153652777777778
2007-06-06 11:00:00,1.3731666666666666,11,2,6,0,1.3619999999999999,1.5978333333333334,1.1060041666666667
2007-06-06 12:00:00,0.7542000000000001,12,2,6,0,1.3731666666666666,0.41683333333333333,1.120061111111111
2007-06-06 13:00:00,0.5180333333333333,13,2,6,0,0.7542000000000001,0.33266666666666667,1.1277847222222221
2007-06-06 14:00:00,1.3020666666666665,14,2,6,0,0.5180333333333333,0.7716,1.1498875
2007-06-06 15:00:00,0.6951999999999999,15,2,6,0,1.3020666666666665,0.8969333333333334,1.1414819444444444
2007-06-06 16:00:00,1.0038,16,2,6,0,0.6951999999999999,0.6828666666666667,1.1548541666666667
2007-06-06 17:00:00,0.43729999999999997,17,2,6,0,1.0038,0.8823666666666666,1.1363097222222223
2007-06-06 18:00:00,0.5142,18,2,6,0,0.43729999999999997,0.42416666666666664,1.140061111111111
2007-06-06 19:00:00,2.5439999999999996,19,2,6,0,0.5142,2.0161666666666664,1.1620541666666666
2007-06-06 20:00:00,2.0327333333333333,20,2,6,0,2.5439999999999996,1.8438333333333332,1.1699249999999999
2007-06-06 21:00:00,2.171666666666667,21,2,6,0,2.0327333333333333,0.6462666666666668,1.2334833333333333
2007-06-06 22:00:00,2.1159,22,2,6,0,2.171666666666667,2.2967999999999997,1.2259458333333333
2007-06-06 23:00:00,1.1133333333333333,23,2,6,0,2.1159,2.3087333333333335,1.1761375
2007-06-07 00:00:00,0.31283333333333335,0,3,6,0,1.1133333333333333,1.7536666666666667,1.1161027777777777
2007-06-07 01:00:00,0.2427666666666667,1,3,6,0,0.31283333333333335,1.1379666666666668,1.0788027777777776
2007-06-07 02:00:00,0.24273333333333333,2,3,6,0,0.2427666666666667,0.3239,1.0754208333333333
2007-06-07 03:00:00,0.31176666666666664,3,3,6,0,0.24273333333333333,0.2925333333333333,1.0762222222222222
2007-06-07 04:00:00,0.26083333333333336,4,3,6,0,0.31176666666666664,0.2407,1.077061111111111
2007-06-07 05:00:00,0.2302,5,3,6,0,0.26083333333333336,0.2721,1.0753152777777777
2007-06-07 06:00:00,0.6252,6,3,6,0,0.2302,1.7429999999999999,1.0287402777777779
2007-06-07 07:00:00,1.2491333333333334,7,3,6,0,0.6252,1.5333333333333334,1.0168986111111111
2007-06-07 08:00:00,1.3164,8,3,6,0,1.2491333333333334,1.5423333333333333,1.0074847222222223
2007-06-07 09:00:00,1.2506,9,3,6,0,1.3164,1.4501666666666668,0.9991694444444444
2007-06-07 10:00:00,0.3301,10,3,6,0,1.2506,1.3619999999999999,0.9561736111111111
2007-06-07 11:00:00,0.2698,11,3,6,0,0.3301,1.3731666666666666,0.9102
2007-06-07 12:00:00,0.24136666666666665,12,3,6,0,0.2698,0.7542000000000001,0.8888319444444445
2007-06-07 13:00:00,0.3046333333333333,13,3,6,0,0.24136666666666665,0.5180333333333333,0.8799402777777777
2007-06-07 14:00:00,0.5695,14,3,6,0,0.3046333333333333,1.3020666666666665,0.8494166666666666
2007-06-07 15:00:00,0.7521333333333333,15,3,6,0,0.5695,0.6951999999999999,0.8517888888888888
2007-06-07 16:00:00,0.7816333333333333,16,3,6,0,0.7521333333333333,1.0038,0.8425319444444445
2007-06-07 17:00:00,0.8278666666666666,17,3,6,0,0.7816333333333333,0.43729999999999997,0.8588055555555555
2007-06-07 18:00:00,1.0022666666666666,18,3,6,0,0.8278666666666666,0.5142,0.8791416666666666
2007-06-07 19:00:00,1.3088000000000002,19,3,6,0,1.0022666666666666,2.5439999999999996,0.827675
2007-06-07 20:00:00,1.2681333333333333,20,3,6,0,1.3088000000000002,2.0327333333333333,0.7958166666666666
2007-06-07 21:00:00,1.2845666666666666,21,3,6,0,1.2681333333333333,2.171666666666667,0.7588541666666666
2007-06-07 22:00:00,1.0703333333333334,22,3,6,0,1.2845666666666666,2.1159,0.7152888888888889
2007-06-07 23:00:00,0.36310000000000003,23,3,6,0,1.0703333333333334,1.1133333333333333,0.6840291666666666
2007-06-08 00:00:00,0.3082333333333333,0,4,6,0,0.36310000000000003,0.31283333333333335,0.6838375
2007-06-08 01:00:00,0.2403,1,4,6,0,0.3082333333333333,0.2427666666666667,0.6837347222222223
2007-06-08 02:00:00,0.2624666666666667,2,4,6,0,0.2403,0.24273333333333333,0.6845569444444445
2007-06-08 03:00:00,0.3181333333333333,3,4,6,0,0.2624666666666667,0.31176666666666664,0.6848222222222223
2007-06-08 04:00:00,0.2414,4,4,6,0,0.3181333333333333,0.26083333333333336,0.6840125
2007-06-08 05:00:00,0.2304,5,4,6,0,0.2414,0.2302,0.6840208333333333
2007-06-08 06:00:00,0.29733333333333334,6,4,6,0,0.2304,0.6252,0.6703597222222223
2007-06-08 07:00:00,0.9536666666666667,7,4,6,0,0.29733333333333334,1.2491333333333334,0.6580486111111111
2007-06-08 08:00:00,1.3665333333333334,8,4,6,0,0.9536666666666667,1.3164,0.6601375
2007-06-08 09:00:00,1.9549999999999998,9,4,6,0,1.3665333333333334,1.2506,0.6894874999999999
2007-06-08 10:00:00,3.1212666666666666,10,4,6,0,1.9549999999999998,0.3301,0.805786111111111
2007-06-08 11:00:00,2.4880333333333335,11,4,6,0,3.1212666666666666,0.2698,0.8982125
2007-06-08 12:00:00,2.604966666666667,12,4,6,0,2.4880333333333335,0.24136666666666665,0.9966958333333333
2007-06-08 13:00:00,2.9242,13,4,6,0,2.604966666666667,0.3046333333333333,1.1058444444444444
2007-06-08 14:00:00,2.7681666666666667,14,4,6,0,2.9242,0.5695,1.1974555555555557
2007-06-08 15:00:00,1.5385333333333333,15,4,6,0,2.7681666666666667,0.7521333333333333,1.2302222222222223
2007-06-08 16:00:00,0.3917,16,4,6,0,1.5385333333333333,0.7816333333333333,1.213975
2007-06-08 17:00:00,2.1574,17,4,6,0,0.3917,0.8278666666666666,1.2693722222222223
2007-06-08 18:00:00,2.1447,18,4,6,0,2.1574,1.0022666666666666,1.3169736111111112
2007-06-08 19:00:00,3.0398333333333336,19,4,6,0,2.1447,1.3088000000000002,1.3891
2007-06-08 20:00:00,4.200566666666666,20,4,6,0,3.0398333333333336,1.2681333333333333,1.5112847222222223
2007-06-08 21:00:00,1.1967666666666665,21,4,6,0,4.200566666666666,1.2845666666666666,1.5076263888888886
2007-06-08 22:00:00,0.5419333333333333,22,4,6,0,1.1967666666666665,1.0703333333333334,1.4856097222222224
2007-06-08 23:00:00,0.5092333333333333,23,4,6,0,0.5419333333333333,0.36310000000000003,1.4916986111111108
2007-06-09 00:00:00,0.4748,0,5,6,1,0.5092333333333333,0.3082333333333333,1.4986388888888886
2007-06-09 01:00:00,0.8487333333333333,1,5,6,1,0.4748,0.2403,1.5239902777777778
2007-06-09 02:00:00,0.29600000000000004,2,5,6,1,0.8487333333333333,0.2624666666666667,1.5253875
2007-06-09 03:00:00,0.277,3,5,6,1,0.29600000000000004,0.3181333333333333,1.5236736111111113
2007-06-09 04:00:00,0.27466666666666667,4,5,6,1,0.277,0.2414,1.5250597222222224
2007-06-09 05:00:00,0.3111333333333333,5,5,6,1,0.27466666666666667,0.2304,1.5284236111111111
2007-06-09 06:00:00,0.27366666666666667,6,5,6,1,0.3111333333333333,0.29733333333333334,1.5274374999999998
2007-06-09 07:00:00,0.6029333333333333,7,5,6,1,0.27366666666666667,0.9536666666666667,1.512823611111111
2007-06-09 08:00:00,0.9625666666666667,8,5,6,1,0.6029333333333333,1.3665333333333334,1.4959916666666666
2007-06-09 09:00:00,0.8283666666666666,9,5,6,1,0.9625666666666667,1.9549999999999998,1.4490486111111112
2007-06-09 10:00:00,1.2195666666666665,10,5,6,1,0.8283666666666666,3.1212666666666666,1.369811111111111
2007-06-09 11:00:00,0.5128333333333334,11,5,6,1,1.2195666666666665,2.4880333333333335,1.287511111111111
2007-06-09 12:00:00,0.44029999999999997,12,5,6,1,0.5128333333333334,2.604966666666667,1.1973166666666668
2007-06-09 13:00:00,0.8028666666666667,13,5,6,1,0.44029999999999997,2.9242,1.1089277777777777
2007-06-09 14:00:00,1.0436333333333334,14,5,6,1,0.8028666666666667,2.7681666666666667,1.0370722222222222
2007-06-09 15:00:00,0.40876666666666667,15,5,6,1,1.0436333333333334,1.5385333333333333,0.989998611111111
2007-06-09 16:00:00,0.6839999999999999,16,5,6,1,0.40876666666666667,0.3917,1.0021777777777776
2007-06-09 17:00:00,0.5452666666666667,17,5,6,1,0.6839999999999999,2.1574,0.9350055555555555
2007-06-09 18:00:00,0.8730666666666667,18,5,6,1,0.5452666666666667,2.1447,0.8820208333333333
2007-06-09 19:00:00,1.1951666666666667,19,5,6,1,0.8730666666666667,3.0398333333333336,0.8051597222222222
2007-06-09 20:00:00,1.3728333333333333,20,5,6,1,1.1951666666666667,4.200566666666666,0.6873374999999999
2007-06-09 21:00:00,1.3624666666666667,21,5,6,1,1.3728333333333333,1.1967666666666665,0.6942416666666666
2007-06-09 22:00:00,1.1803333333333332,22,5,6,1,1.3624666666666667,0.5419333333333333,0.7208416666666667
2007-06-09 23:00:00,0.8726,23,5,6,1,1.1803333333333332,0.5092333333333333,0.7359819444444443
2007-06-10 00:00:00,0.6424666666666667,0,6,6,1,0.8726,0.4748,0.7429680555555556
2007-06-10 01:00:00,0.28013333333333335,1,6,6,1,0.6424666666666667,0.8487333333333333,0.7192763888888889
2007-06-10 02:00:00,0.3331,2,6,6,1,0.28013333333333335,0.29600000000000004,0.7208222222222221
2007-06-10 03:00:00,0.2829333333333333,3,6,6,1,0.3331,0.277,0.7210694444444443
2007-06-10 04:00:00,0.2377,4,6,6,1,0.2829333333333333,0.27466666666666667,0.7195291666666667
2007-06-10 05:00:00,0.8051666666666667,5,6,6,1,0.2377,0.3111333333333333,0.7401138888888888
2007-06-10 06:00:00,0.20983333333333334,6,6,6,1,0.8051666666666667,0.27366666666666667,0.7374541666666666
2007-06-10 07:00:00,0.19499999999999998,7,6,6,1,0.20983333333333334,0.6029333333333333,0.7204569444444444
2007-06-10 08:00:00,0.4568333333333333,8,6,6,1,0.19499999999999998,0.9625666666666667,0.6993847222222221
2007-06-10 09:00:00,0.33243333333333336,9,6,6,1,0.4568333333333333,0.8283666666666666,0.6787208333333333
2007-06-10 10:00:00,2.0135666666666667,10,6,6,1,0.33243333333333336,1.2195666666666665,0.7118041666666667
2007-06-10 11:00:00,2.1807333333333334,11,6,6,1,2.0135666666666667,0.5128333333333334,0.7813
2007-06-10 12:00:00,1.6012333333333333,12,6,6,1,2.1807333333333334,0.44029999999999997,0.8296722222222223
2007-06-10 13:00:00,2.2255,13,6,6,1,1.6012333333333333,0.8028666666666667,0.8889486111111111
2007-06-10 14:00:00,2.1692000000000005,14,6,6,1,2.2255,1.0436333333333334,0.9358472222222223
2007-06-10 15:00:00,0.8196,15,6,6,1,2.1692000000000005,0.40876666666666667,0.9529652777777778
2007-06-10 16:00:00,1.0755000000000001,16,6,6,1,0.8196,0.6839999999999999,0.9692777777777778
2007-06-10 17:00:00,1.2284666666666666,17,6,6,1,1.0755000000000001,0.5452666666666667,0.9977444444444444
2007-06-10 18:00:00,0.18109999999999998,18,6,6,1,1.2284666666666666,0.8730666666666667,0.9689125000000001
2007-06-10 19:00:00,0.7302,19,6,6,1,0.18109999999999998,1.1951666666666667,0.949538888888889
2007-06-10 20:00:00,0.6524666666666666,20,6,6,1,0.7302,1.3728333333333333,0.9195236111111112
2007-06-10 21:00:00,0.8451666666666667,21,6,6,1,0.6524666666666666,1.3624666666666667,0.8979694444444445
2007-06-10 22:00:00,2.0976666666666666,22,6,6,1,0.8451666666666667,1.1803333333333332,0.9361916666666668
2007-06-10 23:00:00,0.7508666666666667,23,6,6,1,2.0976666666666666,0.8726,0.9311194444444445
2007-06-11 00:00:00,0.39580000000000004,0,0,6,0,0.7508666666666667,0.6424666666666667,0.9208416666666667
2007-06-11 01:00:00,0.23979999999999999,1,0,6,0,0.39580000000000004,0.28013333333333335,0.9191611111111112
2007-06-11 02:00:00,0.22583333333333336,2,0,6,0,0.23979999999999999,0.3331,0.9146916666666667
2007-06-11 03:00:00,0.2323,3,0,6,0,0.22583333333333336,0.2829333333333333,0.9125819444444444
2007-06-11 04:00:00,0.20866666666666667,4,0,6,0,0.2323,0.2377,0.9113722222222221
2007-06-11 05:00:00,0.23073333333333332,5,0,6,0,0.20866666666666667,0.8051666666666667,0.8874375
2007-06-11 06:00:00,1.1009333333333333,6,0,6,0,0.23073333333333332,0.20983333333333334,0.9245666666666666
2007-06-11 07:00:00,1.6075000000000002,7,0,6,0,1.1009333333333333,0.19499999999999998,0.9834208333333333
2007-06-11 08:00:00,1.5193333333333332,8,0,6,0,1.6075000000000002,0.4568333333333333,1.0276916666666667
2007-06-11 09:00:00,1.2108999999999999,9,0,6,0,1.5193333333333332,0.33243333333333336,1.0642944444444444
2007-06-11 10:00:00,1.1493,10,0,6,0,1.2108999999999999,2.0135666666666667,1.0282833333333332
2007-06-11 11:00:00,0.19863333333333333,11,0,6,0,1.1493,2.1807333333333334,0.9456958333333333
2007-06-11 12:00:00,0.22446666666666668,12,0,6,0,0.19863333333333333,1.6012333333333333,0.8883305555555556
2007-06-11 13:00:00,0.21243333333333334,13,0,6,0,0.22446666666666668,2.2255,0.8044527777777778
2007-06-11 14:00:00,0.1837,14,0,6,0,0.21243333333333334,2.1692000000000005,0.7217236111111113
2007-06-11 15:00:00,0.21983333333333333,15,0,6,0,0.1837,0.8196,0.6967333333333333
2007-06-11 16:00:00,0.19013333333333332,16,0,6,0,0.21983333333333333,1.0755000000000001,0.6598430555555556
2007-06-11 17:00:00,0.2191,17,0,6,0,0.19013333333333332,1.2284666666666666,0.617786111111111
2007-06-11 18:00:00,0.26466666666666666,18,0,6,0,0.2191,0.18109999999999998,0.6212680555555555
2007-06-11 19:00:00,0.8828999999999999,19,0,6,0,0.26466666666666666,0.7302,0.6276305555555556
2007-06-11 20:00:00,0.21786666666666665,20,0,6,0,0.8828999999999999,0.6524666666666666,0.6095222222222222
2007-06-11 21:00:00,0.9396333333333333,21,0,6,0,0.21786666666666665,0.8451666666666667,0.6134583333333333
2007-06-11 22:00:00,0.7707999999999999,22,0,6,0,0.9396333333333333,2.0976666666666666,0.5581722222222222
2007-06-11 23:00:00,0.5989666666666668,23,0,6,0,0.7707999999999999,0.7508666666666667,0.5518430555555556
2007-06-12 00:00:00,0.9585333333333333,0,1,6,0,0.5989666666666668,0.39580000000000004,0.5752902777777779
2007-06-12 01:00:00,0.19636666666666666,1,1,6,0,0.9585333333333333,0.23979999999999999,0.5734805555555555
2007-06-12 02:00:00,0.15596666666666667,2,1,6,0,0.19636666666666666,0.22583333333333336,0.5705694444444444
2007-06-12 03:00:00,0.20446666666666669,3,1,6,0,0.15596666666666667,0.2323,0.5694097222222222
2007-06-12 04:00:00,0.18846666666666667,4,1,6,0,0.20446666666666669,0.20866666666666667,0.5685680555555556
2007-06-12 05:00:00,0.16693333333333332,5,1,6,0,0.18846666666666667,0.23073333333333332,0.5659097222222221
2007-06-12 06:00:00,0.4116666666666667,6,1,6,0,0.16693333333333332,1.1009333333333333,0.5371902777777777
